"","Site","sdate","Year","Yearf","Month","DOY","Precip","lPrecip","wPrecip","wlPrecip","lag1","lag2","lag3","lag4","lag5","lag6","lag7","lag8","lag9","lag10","Chl_Median","D_Median","lD_Median","DO_Median","PctSat_Median","pH_Median","spCond_Median","T_Median"
"1370","S07",2014-03-02,2014,"2014","Mar",61,0,0,27.917287424,0.717035965515297,0,0,0,0,0,0,0,0,5.34233425196481,1.79175946922805,NA,NA,NA,NA,NA,NA,NA,NA
"1371","S07",2014-03-03,2014,"2014","Mar",62,0,0,0,0,0,0,0,0,0,0,0,0,0,5.34233425196481,NA,NA,NA,NA,NA,NA,NA,NA
"1372","S07",2014-03-04,2014,"2014","Mar",63,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA
"1373","S07",2014-03-05,2014,"2014","Mar",64,18,2.94443897916644,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA
"1374","S07",2014-03-06,2014,"2014","Mar",65,0,0,14.4,2.35555118333315,2.94443897916644,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA
"1375","S07",2014-03-07,2014,"2014","Mar",66,0,0,11.52,1.88444094666652,0,2.94443897916644,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA
"1376","S07",2014-03-08,2014,"2014","Mar",67,0,0,9.216,1.50755275733322,0,0,2.94443897916644,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA
"1377","S07",2014-03-09,2014,"2014","Mar",68,0,0,7.3728,1.20604220586657,0,0,0,2.94443897916644,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA
"1378","S07",2014-03-10,2014,"2014","Mar",69,5,1.79175946922805,5.89824,0.964833764693259,0,0,0,0,2.94443897916644,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA
"1379","S07",2014-03-11,2014,"2014","Mar",70,30,3.43398720448515,8.718592,2.20527458713705,1.79175946922805,0,0,0,0,2.94443897916644,0,0,0,0,514.6466,NA,NA,10.3,71.4,NA,1847,0.245
"1380","S07",2014-03-12,2014,"2014","Mar",71,224,5.41610040220442,30.9748736,4.51140943329776,3.43398720448515,1.79175946922805,0,0,0,0,2.94443897916644,0,0,0,434.4731,NA,NA,10.505,73.05,NA,1564.5,0.235
"1381","S07",2014-03-13,2014,"2014","Mar",72,18,2.94443897916644,203.97989888,7.94200786840174,5.41610040220442,3.43398720448515,1.79175946922805,0,0,0,0,2.94443897916644,0,0,147.5513,NA,NA,10.275,70.35,NA,553.5,-0.01
"1382","S07",2014-03-14,2014,"2014","Mar",73,0,0,177.583919104,8.70915747805455,2.94443897916644,5.41610040220442,3.43398720448515,1.79175946922805,0,0,0,0,2.94443897916644,0,155.2139,0.259,0.23031775506221,10.55,72.2,NA,580.5,0.05
"1383","S07",2014-03-15,2014,"2014","Mar",74,0,0,140.1344,6.65116925442895,0,2.94443897916644,5.41610040220442,3.43398720448515,1.79175946922805,0,0,0,0,2.94443897916644,220.346,0.257,0.22872792960811,10.61,73.1,NA,810,0.155
"1384","S07",2014-03-16,2014,"2014","Mar",75,0,0,112.10752,5.32093540354316,0,0,2.94443897916644,5.41610040220442,3.43398720448515,1.79175946922805,0,0,0,0,186.5738,0.275,0.242946178610389,10.685,73.35,NA,691,0.04
"1385","S07",2014-03-17,2014,"2014","Mar",76,0,0,89.686016,4.25674832283453,0,0,0,2.94443897916644,5.41610040220442,3.43398720448515,1.79175946922805,0,0,0,191.6822,0.245,0.219135529916671,10.92,75.5,NA,709,-0.025
"1386","S07",2014-03-18,2014,"2014","Mar",77,0,0,71.7488128,3.40539865826762,0,0,0,0,2.94443897916644,5.41610040220442,3.43398720448515,1.79175946922805,0,0,216.7985,0.225,0.20294084399669,10.96,75.45,NA,797.5,0.04
"1387","S07",2014-03-19,2014,"2014","Mar",78,0,0,57.39905024,2.7243189266141,0,0,0,0,0,2.94443897916644,5.41610040220442,3.43398720448515,1.79175946922805,0,241.0634,0.218,0.197210169287705,10.985,75.8,NA,883,0.226
"1388","S07",2014-03-20,2014,"2014","Mar",79,191,5.25749537202778,45.38236928,1.98706643322546,0,0,0,0,0,0,2.94443897916644,5.41610040220442,3.43398720448515,1.79175946922805,210.6968,0.35,0.300104592450338,10.83,74.9,NA,776,0.205
"1389","S07",2014-03-21,2014,"2014","Mar",80,0,0,185.884669952,5.42692787574894,5.25749537202778,0,0,0,0,0,0,2.94443897916644,5.41610040220442,3.43398720448515,107.1098,0.3435,0.295278149073409,9.305,64.05,NA,411,0.18
"1390","S07",2014-03-22,2014,"2014","Mar",81,5,1.79175946922805,124.655919104,3.75999294811614,0,5.25749537202778,0,0,0,0,0,0,2.94443897916644,5.41610040220442,100.5824,0.2875,0.252702353555754,10.485,72.35,NA,388,0.17
"1391","S07",2014-03-23,2014,"2014","Mar",82,0,0,101.792,4.12524520586067,1.79175946922805,0,5.25749537202778,0,0,0,0,0,0,2.94443897916644,130.949,0.261,0.231905056982783,10.78,74.15,NA,495,0.145
"1392","S07",2014-03-24,2014,"2014","Mar",83,0,0,81.4336,3.30019616468854,0,1.79175946922805,0,5.25749537202778,0,0,0,0,0,0,138.044,0.24,0.215111379616945,10.41,71.3,NA,520,0.025
"1393","S07",2014-03-25,2014,"2014","Mar",84,0,0,65.14688,2.64015693175083,0,0,1.79175946922805,0,5.25749537202778,0,0,0,0,0,158.1938,0.222,0.200488860749404,10.75,74.5,NA,591,0.205
"1394","S07",2014-03-26,2014,"2014","Mar",85,0,0,52.117504,2.11212554540066,0,0,0,1.79175946922805,0,5.25749537202778,0,0,0,0,174.3704,0.215,0.194744076792512,10.995,75.7,NA,648,0.12
"1395","S07",2014-03-27,2014,"2014","Mar",86,0,0,41.6940032,1.68970043632053,0,0,0,0,1.79175946922805,0,5.25749537202778,0,0,0,189.9794,0.1945,0.177727687783727,11.02,76.8,NA,703,0.33
"1396","S07",2014-03-28,2014,"2014","Mar",87,5,1.79175946922805,33.35520256,1.35176034905642,0,0,0,0,0,1.79175946922805,0,5.25749537202778,0,0,201.1895,0.196,0.17898265552844,11.11,76.85,NA,742.5,0.38
"1397","S07",2014-03-29,2014,"2014","Mar",88,53,3.98898404656427,30.684162048,2.51481585462758,1.79175946922805,0,0,0,0,0,1.79175946922805,0,5.25749537202778,0,117.8942,0.267,0.236651901339002,6.935,48.9,NA,449,0.39
"1398","S07",2014-03-30,2014,"2014","Mar",89,427,6.0591231955818,46.4388608,4.63852065391022,3.98898404656427,1.79175946922805,0,0,0,0,0,1.79175946922805,0,5.25749537202778,38.9978,0.6105,0.476544689789117,11.165,77.05,NA,171,0.343
"1399","S07",2014-03-31,2014,"2014","Mar",90,119,4.78749174278205,378.75108864,8.55811507959361,6.0591231955818,3.98898404656427,1.79175946922805,0,0,0,0,0,1.79175946922805,0,66.1007,0.4,0.336472236621213,10.98,75.8,NA,266.5,0.236
"1400","S07",2014-04-01,2014,"2014","Apr",91,0,0,397.664,10.4840967498347,4.78749174278205,6.0591231955818,3.98898404656427,1.79175946922805,0,0,0,0,0,1.79175946922805,68.513,0.3055,0.266586109157047,10.86,75.55,NA,275,0.2875
"1401","S07",2014-04-02,2014,"2014","Apr",92,0,0,318.1312,8.38727739986777,0,4.78749174278205,6.0591231955818,3.98898404656427,1.79175946922805,0,0,0,0,0,66.2426,0.241,0.21591750622247,10.85,75.4,NA,267,0.343
"1402","S07",2014-04-03,2014,"2014","Apr",93,0,0,254.50496,6.70982191989421,0,0,4.78749174278205,6.0591231955818,3.98898404656427,1.79175946922805,0,0,0,0,76.7432,0.2155,0.195155514774041,10.815,75.35,NA,304,0.8385
"1403","S07",2014-04-04,2014,"2014","Apr",94,79,4.38202663467388,203.603968,5.36785753591537,0,0,0,4.78749174278205,6.0591231955818,3.98898404656427,1.79175946922805,0,0,0,66.8102,0.2215,0.200079611715658,10.87,76.3,NA,269,1.99
"1404","S07",2014-04-05,2014,"2014","Apr",95,53,3.98898404656427,226.0831744,7.7999073364714,4.38202663467388,0,0,0,4.78749174278205,6.0591231955818,3.98898404656427,1.79175946922805,0,0,57.7286,0.3325,0.287056877057863,10.28,74,NA,237,2.04
"1405","S07",2014-04-06,2014,"2014","Apr",96,0,0,223.26653952,9.43111310642854,3.98898404656427,4.38202663467388,0,0,0,4.78749174278205,6.0591231955818,3.98898404656427,1.79175946922805,0,57.3029,0.23,0.207014169384326,10.345,76.05,NA,235.5,3.245
"1406","S07",2014-04-07,2014,"2014","Apr",97,41,3.73766961828337,178.076360704,7.35250177707701,0,3.98898404656427,4.38202663467388,0,0,0,4.78749174278205,6.0591231955818,3.98898404656427,1.79175946922805,65.5331,0.201,0.183154543097847,10.405,77.75,NA,264.5,3.935
"1407","S07",2014-04-08,2014,"2014","Apr",98,206,5.33271879326537,169.570256896,8.44382321568182,3.73766961828337,0,3.98898404656427,4.38202663467388,0,0,0,4.78749174278205,6.0591231955818,3.98898404656427,45.2414,0.3665,0.312252726385986,9.735,74.85,NA,193,4.265
"1408","S07",2014-04-09,2014,"2014","Apr",99,0,0,254.607429632,10.3706402079713,5.33271879326537,3.73766961828337,0,3.98898404656427,4.38202663467388,0,0,0,4.78749174278205,6.0591231955818,58.0124,0.234,0.210260925483196,9.545,74.65,NA,238,4.7585
"1409","S07",2014-04-10,2014,"2014","Apr",100,0,0,190.908416,7.78245915474905,0,5.33271879326537,3.73766961828337,0,3.98898404656427,4.38202663467388,0,0,0,4.78749174278205,72.3443,0.188,0.172271220940453,10.01,77.25,NA,288.5,4.695
"1410","S07",2014-04-11,2014,"2014","Apr",101,0,0,152.7267328,6.22596732379924,0,0,5.33271879326537,3.73766961828337,0,3.98898404656427,4.38202663467388,0,0,0,81.0002,0.18,0.165514438477573,9.505,76.6,NA,319,7.535
"1411","S07",2014-04-12,2014,"2014","Apr",102,0,0,122.18138624,4.9807738590394,0,0,0,5.33271879326537,3.73766961828337,0,3.98898404656427,4.38202663467388,0,0,83.8382,0.173,0.159564569671338,8.805,77.55,NA,329,9.85
"1412","S07",2014-04-13,2014,"2014","Apr",103,46,3.85014760171006,97.745108992,3.98461908723152,0,0,0,0,5.33271879326537,3.73766961828337,0,3.98898404656427,4.38202663467388,0,92.2103,0.185,0.169742774587094,9.37,76.65,NA,358.5,6.955
"1413","S07",2014-04-14,2014,"2014","Apr",104,0,0,106.513526784,5.79729682400013,3.85014760171006,0,0,0,0,5.33271879326537,3.73766961828337,0,3.98898404656427,4.38202663467388,90.0818,0.173,0.159564569671338,9.465,79.25,NA,351,8.535
"1414","S07",2014-04-15,2014,"2014","Apr",105,64,4.17438726989564,79.51998976,4.20952355859362,0,3.85014760171006,0,0,0,0,5.33271879326537,3.73766961828337,0,3.98898404656427,91.3589,0.166,0.153579087928301,8.38,74.35,NA,355.5,10.17
"1415","S07",2014-04-16,2014,"2014","Apr",106,102,4.63472898822964,114.815991808,6.70712866279141,4.17438726989564,0,3.85014760171006,0,0,0,0,5.33271879326537,3.73766961828337,0,70.3577,0.269,0.238229188732251,9.195,75.25,NA,281.5,7.636
"1416","S07",2014-04-17,2014,"2014","Apr",107,0,0,169.050451968,8.67215690147234,4.63472898822964,4.17438726989564,0,3.85014760171006,0,0,0,0,5.33271879326537,3.73766961828337,76.3175,0.18,0.165514438477573,10.08,80.4,NA,302.5,5.905
"1417","S07",2014-04-18,2014,"2014","Apr",108,0,0,113.12128,6.36512920078189,0,4.63472898822964,4.17438726989564,0,3.85014760171006,0,0,0,0,5.33271879326537,91.6427,0.1575,0.146262506978252,10.455,81.85,NA,356.5,5.5575
"1418","S07",2014-04-19,2014,"2014","Apr",109,0,0,90.497024,5.09210336062551,0,0,4.63472898822964,4.17438726989564,0,3.85014760171006,0,0,0,0,98.312,0.1525,0.141933495888667,10.075,81.95,NA,380,7.125
"1419","S07",2014-04-20,2014,"2014","Apr",110,0,0,72.3976192,4.07368268850041,0,0,0,4.63472898822964,4.17438726989564,0,3.85014760171006,0,0,0,102.2852,0.1425,0.133218843786223,10.085,83.1,NA,394,7.145
"1420","S07",2014-04-21,2014,"2014","Apr",111,0,0,57.91809536,3.25894615080033,0,0,0,0,4.63472898822964,4.17438726989564,0,3.85014760171006,0,0,104.8394,0.1405,0.131466762742306,9.91,83.05,NA,403,7.45
"1421","S07",2014-04-22,2014,"2014","Apr",112,25,3.25809653802148,46.334476288,2.60715692064026,0,0,0,0,0,4.63472898822964,4.17438726989564,0,3.85014760171006,0,105.6908,0.138,0.129272335704139,9.305,81.2,NA,406,9.565
"1422","S07",2014-04-23,2014,"2014","Apr",113,5,1.79175946922805,52.12836864,4.27879631607646,3.25809653802148,0,0,0,0,0,4.63472898822964,4.17438726989564,0,3.85014760171006,110.2316,0.179,0.164666621555234,9.175,80.1,NA,422,9.58
"1423","S07",2014-04-24,2014,"2014","Apr",114,0,0,45.702694912,4.85644462824361,1.79175946922805,3.25809653802148,0,0,0,0,0,4.63472898822964,4.17438726989564,0,107.1098,0.203,0.184818436992542,9.07,74.45,NA,411,8.6545
"1424","S07",2014-04-25,2014,"2014","Apr",115,0,0,29.690208256,3.43693428246888,0,1.79175946922805,3.25809653802148,0,0,0,0,0,4.63472898822964,4.17438726989564,165.005,0.193,0.176471143115779,10.97,103.5,NA,615,9.077
"1425","S07",2014-04-26,2014,"2014","Apr",116,36,3.61091791264422,12.8,2.25189719021836,0,0,1.79175946922805,3.25809653802148,0,0,0,0,0,4.63472898822964,168.8363,0.1655,0.153150179493675,10.32,87.65,NA,628.5,8.436
"1426","S07",2014-04-27,2014,"2014","Apr",117,5,1.79175946922805,39.04,4.69025208229007,3.61091791264422,0,0,1.79175946922805,3.25809653802148,0,0,0,0,0,178.9112,0.1735,0.159990736308941,10.44,88.65,NA,664,7.77
"1427","S07",2014-04-28,2014,"2014","Apr",118,0,0,35.232,5.1856092412145,1.79175946922805,3.61091791264422,0,0,1.79175946922805,3.25809653802148,0,0,0,0,178.0598,0.164,0.151862349309246,10.66,91.55,NA,661,8.435
"1428","S07",2014-04-29,2014,"2014","Apr",119,0,0,28.1856,4.1484873929716,0,1.79175946922805,3.61091791264422,0,0,1.79175946922805,3.25809653802148,0,0,0,178.4855,0.158,0.146694379150803,10.69,93.3,NA,662.5,9.235
"1429","S07",2014-04-30,2014,"2014","Apr",120,30,3.43398720448515,22.54848,3.31878991437728,0,0,1.79175946922805,3.61091791264422,0,0,1.79175946922805,3.25809653802148,0,0,178.9112,0.156,0.144965770250186,10.73,89.4,NA,664,7.682
"1430","S07",2014-05-01,2014,"2014","May",121,241,5.48893772615669,42.038784,5.40222169508994,3.43398720448515,0,0,1.79175946922805,3.61091791264422,0,0,1.79175946922805,3.25809653802148,0,95.3321,0.3255,0.281789746746943,9.925,82.9,NA,369.5,7.52
"1431","S07",2014-05-02,2014,"2014","May",122,0,0,223.74667264,8.36309208504698,5.48893772615669,3.43398720448515,0,0,1.79175946922805,3.61091791264422,0,0,1.79175946922805,3.25809653802148,88.6628,0.26,0.231111720963387,8.93,80.65,NA,346,11.791
"1432","S07",2014-05-03,2014,"2014","May",123,0,0,178.4604672,6.49808495997176,0,5.48893772615669,3.43398720448515,0,0,1.79175946922805,3.61091791264422,0,0,1.79175946922805,103.4204,0.203,0.184818436992542,9.155,83.3,NA,398,11.825
"1433","S07",2014-05-04,2014,"2014","May",124,43,3.78418963391826,142.76837376,5.19846796797741,0,0,5.48893772615669,3.43398720448515,0,0,1.79175946922805,3.61091791264422,0,0,117.0428,0.224,0.202124184090134,8.795,80.55,NA,446,11.4855
"1434","S07",2014-05-05,2014,"2014","May",125,0,0,148.614699008,7.18612608151654,3.78418963391826,0,0,5.48893772615669,3.43398720448515,0,0,1.79175946922805,3.61091791264422,0,106.2584,0.21,0.19062035960865,9.145,84.45,NA,408,11.455
"1435","S07",2014-05-06,2014,"2014","May",126,3,1.38629436111989,115.02628864,5.36118150662954,0,3.78418963391826,0,0,5.48893772615669,3.43398720448515,0,0,1.79175946922805,3.61091791264422,118.6037,0.1805,0.165938077543431,9.455,85.9,NA,451.5,11.238
"1436","S07",2014-05-07,2014,"2014","May",127,0,0,93.88416,5.20559198613373,1.38629436111989,0,3.78418963391826,0,0,5.48893772615669,3.43398720448515,0,0,1.79175946922805,131.0909,0.167,0.154436353304419,9.54,87,NA,495.5,11.92
"1437","S07",2014-05-08,2014,"2014","May",128,0,0,75.107328,4.16447358890698,0,1.38629436111989,0,3.78418963391826,0,0,5.48893772615669,3.43398720448515,0,0,139.7468,0.1575,0.146262506978252,9.55,88,NA,526,12.505
"1438","S07",2014-05-09,2014,"2014","May",129,10,2.39789527279837,60.0858624,3.33157887112558,0,0,1.38629436111989,0,3.78418963391826,0,0,5.48893772615669,3.43398720448515,0,152.0921,0.154,0.143234168085908,9.38,84.4,NA,569.5,11.035
"1439","S07",2014-05-10,2014,"2014","May",130,56,4.04305126783455,52.847464448,4.21485774668551,2.39789527279837,0,0,1.38629436111989,0,3.78418963391826,0,0,5.48893772615669,3.43398720448515,155.6396,0.178,0.163818085229395,8.955,82,NA,582,10.865
"1440","S07",2014-05-11,2014,"2014","May",131,0,0,61.2007936,6.01695701102546,4.04305126783455,2.39789527279837,0,0,1.38629436111989,0,3.78418963391826,0,0,5.48893772615669,136.9088,0.166,0.153579087928301,8.62,86.05,NA,516,15.4315
"1441","S07",2014-05-12,2014,"2014","May",132,0,0,48.96063488,4.81356560882037,0,4.04305126783455,2.39789527279837,0,0,1.38629436111989,0,3.78418963391826,0,0,144.7133,0.148,0.138021297897375,8.745,86.6,NA,543.5,15.785
"1442","S07",2014-05-13,2014,"2014","May",133,0,0,39.168507904,3.85085248705629,0,0,4.04305126783455,2.39789527279837,0,0,1.38629436111989,0,3.78418963391826,0,156.9167,0.141,0.131905070879939,8.97,85.85,NA,586.5,14.134
"1443","S07",2014-05-14,2014,"2014","May",134,0,0,26.71771648,2.67435772165651,0,0,0,4.04305126783455,2.39789527279837,0,0,1.38629436111989,0,3.78418963391826,171.3905,0.1355,0.127073082563476,9.485,90.35,NA,637.5,13.43
"1444","S07",2014-05-15,2014,"2014","May",135,0,0,21.374173184,2.13948617732521,0,0,0,0,4.04305126783455,2.39789527279837,0,0,1.38629436111989,0,175.7894,0.134,0.12575120530556,8.76,85.1,NA,653,13.846
"1445","S07",2014-05-16,2014,"2014","May",136,76,4.34380542185368,16.777216,1.56273671826919,0,0,0,0,0,4.04305126783455,2.39789527279837,0,0,1.38629436111989,178.4855,0.135,0.126632650933366,8.15,82.95,NA,662.5,15.9725
"1446","S07",2014-05-17,2014,"2014","May",137,282,5.64544689764324,74.2217728,4.7252337120983,4.34380542185368,0,0,0,0,0,4.04305126783455,2.39789527279837,0,0,48.0794,0.393,0.331459694797669,7.535,73.9,NA,203,14.3755
"1447","S07",2014-05-18,2014,"2014","May",138,0,0,284.97741824,8.29654448779323,5.64544689764324,4.34380542185368,0,0,0,0,0,4.04305126783455,2.39789527279837,0,61.7018,0.261,0.231905056982783,7.485,74.85,NA,251,15.0435
"1448","S07",2014-05-19,2014,"2014","May",139,36,3.61091791264422,226.908192768,6.37976354583703,0,5.64544689764324,4.34380542185368,0,0,0,0,0,4.04305126783455,2.39789527279837,85.6829,0.2055,0.186894418639089,8.455,80.55,NA,335.5,13.805
"1449","S07",2014-05-20,2014,"2014","May",140,3,1.38629436111989,204.3136,7.55842584249999,3.61091791264422,0,5.64544689764324,4.34380542185368,0,0,0,0,0,4.04305126783455,96.893,0.1985,0.181070774892302,8.52,81.9,NA,375,14.875
"1450","S07",2014-05-21,2014,"2014","May",141,0,0,165.85088,7.1557761628959,1.38629436111989,3.61091791264422,0,5.64544689764324,4.34380542185368,0,0,0,0,0,110.0897,0.1705,0.157431007948828,8.105,81.4,NA,421.5,15.5665
"1451","S07",2014-05-22,2014,"2014","May",142,3,1.38629436111989,132.680704,5.72462093031672,0,1.38629436111989,3.61091791264422,0,5.64544689764324,4.34380542185368,0,0,0,0,124.8473,0.157,0.14583044821154,8.385,82.45,NA,473.5,14.94
"1452","S07",2014-05-23,2014,"2014","May",143,15,2.77258872223978,108.5445632,5.68873223314929,1.38629436111989,0,1.38629436111989,3.61091791264422,0,5.64544689764324,4.34380542185368,0,0,0,136.4831,0.1565,0.145398202689357,8.415,79.95,NA,514.5,13.269
"1453","S07",2014-05-24,2014,"2014","May",144,3,1.38629436111989,98.83565056,6.76905676431126,2.77258872223978,1.38629436111989,0,1.38629436111989,3.61091791264422,0,5.64544689764324,4.34380542185368,0,0,139.1792,0.151,0.140631129739746,8.8,85.25,NA,524,13.838
"1454","S07",2014-05-25,2014,"2014","May",145,0,0,81.468520448,6.52428090034492,1.38629436111989,2.77258872223978,1.38629436111989,0,1.38629436111989,3.61091791264422,0,5.64544689764324,4.34380542185368,0,147.4094,0.146,0.136277618292548,8.475,82.7,NA,553,13.71
"1455","S07",2014-05-26,2014,"2014","May",146,8,2.19722457733622,57.014378496,4.75301216459971,0,1.38629436111989,2.77258872223978,1.38629436111989,0,1.38629436111989,3.61091791264422,0,5.64544689764324,4.34380542185368,155.3558,0.143,0.133656384812674,7.865,79.05,NA,581,16.13
"1456","S07",2014-05-27,2014,"2014","May",147,97,4.58496747867057,21.73198336,4.95401414863168,2.19722457733622,0,1.38629436111989,2.77258872223978,1.38629436111989,0,1.38629436111989,3.61091791264422,0,5.64544689764324,163.586,0.144,0.134530892957606,8.015,76,NA,610,14.2775
"1457","S07",2014-05-28,2014,"2014","May",148,61,4.12713438504509,94.985586688,7.63118530184181,4.58496747867057,2.19722457733622,0,1.38629436111989,2.77258872223978,1.38629436111989,0,1.38629436111989,3.61091791264422,0,95.0483,0.2525,0.225141553976883,8.525,78.05,NA,368.5,11.34
"1458","S07",2014-05-29,2014,"2014","May",149,0,0,120.922998784,9.01893639092583,4.12713438504509,4.58496747867057,2.19722457733622,0,1.38629436111989,2.77258872223978,1.38629436111989,0,1.38629436111989,3.61091791264422,88.5209,0.203,0.184818436992542,8.99,82.65,NA,345.5,13.0495
"1459","S07",2014-05-30,2014,"2014","May",150,48,3.89182029811063,96.41627648,7.06629688914968,0,4.12713438504509,4.58496747867057,2.19722457733622,0,1.38629436111989,2.77258872223978,1.38629436111989,0,1.38629436111989,114.3467,0.1695,0.156576307042097,8.475,79.6,NA,436.5,13.485
"1460","S07",2014-05-31,2014,"2014","May",151,0,0,115.533021184,8.76649374980825,3.89182029811063,0,4.12713438504509,4.58496747867057,2.19722457733622,0,1.38629436111989,2.77258872223978,1.38629436111989,0,120.4484,0.169,0.156148682489931,8.295,80.8,NA,458,13.575
"1461","S07",2014-06-01,2014,"2014","Jun",152,0,0,92.1042944,6.86434277625562,0,3.89182029811063,0,4.12713438504509,4.58496747867057,2.19722457733622,0,1.38629436111989,2.77258872223978,1.38629436111989,132.2261,0.148,0.138021297897375,8.285,80.95,NA,499.5,15.2
"1462","S07",2014-06-02,2014,"2014","Jun",153,0,0,72.072822784,5.19376977382254,0,0,3.89182029811063,0,4.12713438504509,4.58496747867057,2.19722457733622,0,1.38629436111989,2.77258872223978,151.3826,0.138,0.129272335704139,7.83,78.7,NA,567,16.385
"1463","S07",2014-06-03,2014,"2014","Jun",154,0,0,57.33613568,4.00616359546705,0,0,0,3.89182029811063,0,4.12713438504509,4.58496747867057,2.19722457733622,0,1.38629436111989,178.9112,0.129,0.121332285167525,7.365,75.8,NA,664,17.2365
"1464","S07",2014-06-04,2014,"2014","Jun",155,28,3.36729582998647,45.868908544,3.20493087637364,0,0,0,0,3.89182029811063,0,4.12713438504509,4.58496747867057,2.19722457733622,0,190.547,0.129,0.121332285167525,7.27,70.4,NA,705,14.16
"1465","S07",2014-06-05,2014,"2014","Jun",156,46,3.85014760171006,58.236133376,5.02185617254743,3.36729582998647,0,0,0,0,3.89182029811063,0,4.12713438504509,4.58496747867057,2.19722457733622,162.3089,0.1565,0.145398202689357,7.685,74.25,NA,605.5,13.665
"1466","S07",2014-06-06,2014,"2014","Jun",157,0,0,72.973611008,6.60529588505315,3.85014760171006,3.36729582998647,0,0,0,0,3.89182029811063,0,4.12713438504509,4.58496747867057,149.9636,0.153,0.142367241286922,7.79,77.75,NA,562,15.1805
"1467","S07",2014-06-07,2014,"2014","Jun",158,0,0,51.82906368,4.84108902779338,0,3.85014760171006,3.36729582998647,0,0,0,0,3.89182029811063,0,4.12713438504509,164.7212,0.137,0.128393214768399,7.085,74.15,NA,614,18.23
"1468","S07",2014-06-08,2014,"2014","Jun",159,0,0,41.463250944,3.8728712222347,0,0,3.85014760171006,3.36729582998647,0,0,0,0,3.89182029811063,0,189.5537,0.1235,0.116448812643247,6.535,70.95,NA,701.5,19.889
"1469","S07",2014-06-09,2014,"2014","Jun",160,0,0,28.01664,2.68041595523041,0,0,0,3.85014760171006,3.36729582998647,0,0,0,0,3.89182029811063,227.441,0.116,0.109750863959119,6.08,64.7,NA,835,19.662
"1470","S07",2014-06-10,2014,"2014","Jun",161,0,0,22.413312,2.14433276418433,0,0,0,0,3.85014760171006,3.36729582998647,0,0,0,0,349.475,0.169,0.156148682489931,6.455,70.95,NA,1265,19.092
"1471","S07",2014-06-11,2014,"2014","Jun",162,0,0,17.9306496,1.71546621134746,0,0,0,0,0,3.85014760171006,3.36729582998647,0,0,0,383.1053,0.169,0.156148682489931,6.275,65.6,NA,1383.5,17.855
"1472","S07",2014-06-12,2014,"2014","Jun",163,0,0,14.34451968,1.37237296907797,0,0,0,0,0,0,3.85014760171006,3.36729582998647,0,0,422.2697,0.166,0.153579087928301,6.24,63.8,NA,1521.5,16.824
"1473","S07",2014-06-13,2014,"2014","Jun",164,589,6.38012253689976,11.475615744,1.09789837526238,0,0,0,0,0,0,0,3.85014760171006,3.36729582998647,0,241.0634,0.293,0.25696509978972,6.25,62.35,NA,883,15.409
"1474","S07",2014-06-14,2014,"2014","Jun",165,0,0,477.374015488,5.62085609308598,6.38012253689976,0,0,0,0,0,0,0,3.85014760171006,3.36729582998647,72.3443,0.3585,0.306381149884265,6.355,64.7,NA,288.5,15.0735
"1475","S07",2014-06-15,2014,"2014","Jun",166,0,0,376.96,4.08327842361585,0,6.38012253689976,0,0,0,0,0,0,0,3.85014760171006,104.4137,0.261,0.231905056982783,6.575,68.5,NA,401.5,17.332
"1476","S07",2014-06-16,2014,"2014","Jun",167,0,0,301.568,3.26662273889268,0,0,6.38012253689976,0,0,0,0,0,0,0,142.7267,0.2125,0.192684343829501,6.635,69.05,NA,536.5,17.8075
"1477","S07",2014-06-17,2014,"2014","Jun",168,0,0,241.2544,2.61329819111414,0,0,0,6.38012253689976,0,0,0,0,0,0,190.8308,0.199,0.181487876045377,6.295,66.85,NA,706,18.7585
"1478","S07",2014-06-18,2014,"2014","Jun",169,0,0,193.00352,2.09063855289132,0,0,0,0,6.38012253689976,0,0,0,0,0,213.3929,0.1965,0.179400628366291,5.885,65,NA,785.5,20.71
"1479","S07",2014-06-19,2014,"2014","Jun",170,0,0,154.402816,1.67251084231305,0,0,0,0,0,6.38012253689976,0,0,0,0,265.0445,0.186,0.170586300575534,5.905,64.45,NA,967.5,19.9005
"1480","S07",2014-06-20,2014,"2014","Jun",171,0,0,123.5222528,1.33800867385044,0,0,0,0,0,0,6.38012253689976,0,0,0,298.1072,0.182,0.167207918983906,6.285,65.45,NA,1084,18.14
"1481","S07",2014-06-21,2014,"2014","Jun",172,0,0,98.81780224,1.07040693908035,0,0,0,0,0,0,0,6.38012253689976,0,0,325.4939,0.179,0.164666621555234,6.48,67.4,NA,1180.5,17.332
"1482","S07",2014-06-22,2014,"2014","Jun",173,0,0,79.054241792,0.856325551264283,0,0,0,0,0,0,0,0,6.38012253689976,0,335.4269,0.174,0.160416721405905,6.44,67.35,NA,1215.5,17.8075
